INSTRUMENT,TIMEFRAME,TOTAL_BUY_TRADES,TOTAL_SELL_TRADES,TOTAL_PROFIT,TOTAL_PROFIT_IN_PIPS,AVG_PROFIT,CCI,CCII,ADX_SIMPLE,ADX_LOOKBACK,RSI_RANGE,TRAILING_STOP,1ATR_STOP,FIB_TP
EURUSD,240,47,47,-765.4637999999768,1227,-8.14,False,False,False,False,False,True,False,1.0
