INSTRUMENT,TIMEFRAME,POSSIBLE_BUY_TRADES,POSSIBLE_SELL_TRADES,TOTAL_BUY_TRADES,TOTAL_SELL_TRADES,PROFITABLE_BUY_TRADES,PROFITABLE_SELL_TRADES,TOTAL_PROFIT,AVG_PROFIT,PERC_PROFITABLE,PERC_TRADES_TAKEN,SHARPE_RATIO,DRAWDOWN,MAX_DRAWDOWN,CCI,CCII,ADX_SIMPLE,ADX_LOOKBACK,RSI_RANGE,CLOSE_ON_CONFLICT,TRAILING_STOP,1ATR_STOP,FIB_TP
GBPUSD,240,9,48,6,43,4,23,11290.517099999981,230.42,0.55,0.86,0.7653989961160403,15.69862436642263,17.50950182906183,False,True,False,False,False,True,False,True,1.0
GBPUSD,240,15,62,10,51,4,30,11274.94549999997,184.84,0.56,0.79,0.8007398070712205,15.990606497685803,16.123669030635916,True,True,False,False,False,True,False,True,1.0
GBPUSD,240,49,62,49,62,24,22,7816.479999999962,70.42,0.41,1.0,0.6450521729017862,14.477588403626777,15.994283382108685,False,False,False,False,False,True,True,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,True,False,False,False,False,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,True,False,False,True,False,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,False,True,False,True,False,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,False,True,False,False,False,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,True,True,False,True,False,True,1.0
GBPUSD,240,9,48,7,37,2,24,7525.062099999997,171.02,0.59,0.77,0.8256708353173733,8.055156616323938,12.459746314246356,False,True,True,True,False,False,False,True,1.0
GBPUSD,240,9,48,10,47,5,20,7061.062999999989,123.88,0.44,1.0,0.6582028410523302,12.55857941084148,15.155508772242039,False,True,False,False,False,True,True,True,1.0
GBPUSD,240,9,48,7,43,2,24,6773.572699999984,135.47,0.52,0.88,0.7245670931244921,15.698193371890817,17.509321143037177,False,True,False,False,False,False,False,True,1.0
GBPUSD,240,49,62,36,48,20,25,6441.142099999996,76.68,0.54,0.76,0.38472276031611724,41.980584480867165,58.07685886693244,False,False,False,False,False,True,False,True,1.0
GBPUSD,240,9,48,7,42,3,15,6208.41430000006,126.7,0.37,0.86,0.5097451980184242,10.712571050082236,13.366318634913002,False,True,False,False,False,True,False,False,1.0
GBPUSD,240,15,62,11,50,3,31,6064.874599999989,99.42,0.56,0.79,0.6753545281753779,13.473253533667702,13.610305106246416,True,True,True,False,False,True,False,True,1.0
